event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;source_url;verification_status;priority;check_frequency;last_checked;next_check;source_note;image;event_id;edition_id;edition_year;edition_slug;brand_slug;organizer_name;organizer_url;official_url;registration_url;registration_status;event_status;brand_verification_status;brand_last_verified_at;edition_verification_status;edition_last_verified_at;race_formats
Oldenburg Marathon;Running;25.10.2026;Edewecht;Germany;Edewecht, Germany;53.1283992;7.9855044;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://oldenburg-marathon.de/;Sport Event Map verified event catalog;https://oldenburg-marathon.de/;unclear;high;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/logos/oldenburg-marathon.jpg;151;25778818-8075-43e7-91b3-74b7821839a9;2026;oldenburg-marathon-2026;oldenburg-marathon;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
OSC Vorsilvesterlauf;Running;27.12.2026;Bremerhaven;Germany;Bremerhaven, Germany;53.5505392;8.5851945;5 km;Official endurance event in Bremerhaven. Imported from verified staging batch.;https://osc-bremerhaven.de/;Sport Event Map verified event catalog;https://osc-bremerhaven.de/;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:53:36.325+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;509;a099b24c-93de-446b-ac3b-4622c8af9658;2026;osc-vorsilvesterlauf-2026;osc-vorsilvesterlauf;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
OT Bremen Run;Running;13.09.2026;Bremen;Germany;Bremen, Germany;53.0758196;8.8071646;5 km, 10 km;Official endurance event in Bremen. Imported from verified staging batch.;https://ot-bremen-run.bremenracing.online/;Sport Event Map verified event catalog;https://ot-bremen-run.bremenracing.online/;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:53:36.325+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;510;f2bd3c70-5781-4084-adc4-3a49772e4423;2026;ot-bremen-run-2026;ot-bremen-run;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Otterndorf Triathlon;Triathlon;30.08.2026;Otterndorf;Germany;Otterndorf, Germany;53.8073939;8.8956836;Olympic Triathlon;Official endurance event in Otterndorf. Imported from verified staging batch.;https://otterndorf-triathlon.de/;Sport Event Map verified event catalog;https://running.life/de/termine/otterndorf-triathlon;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;935;78afcbfb-577c-47de-bbfe-2ab09ed02bf0;2026;otterndorf-triathlon-2026;otterndorf-triathlon;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
Palma Marathon;Running;18.10.2026;Palma de Mallorca;Spain;Palma de Mallorca, Spain;39.5695818;2.6500745;9 km / 21 km / 42 km;Official endurance event in Palma de Mallorca. Imported from verified staging batch.;https://www.palmademallorcamarathon.com/;Sport Event Map verified event catalog;https://www.palmademallorcamarathon.com/;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:54:37.778+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;685;699dea33-7405-4b7d-baa1-2db2617687c0;2026;palma-marathon-2026;palma-marathon;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Panoramalauf Rund Um Die Burg Are - Altenahr;Ultramarathon;29.08.2026;Altenahr;Germany;Altenahr, Germany;50.5169469;6.9920517;57 km;Official endurance event in Altenahr. Imported from verified staging batch.;https://www.selbstlaeufer-altenahr.de/panoramalauf-ausschreibung.html;Sport Event Map verified event catalog;https://running.life/de/termine/panoramalauf-rund-um-die-burg-are;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;927;84871c36-9a70-4619-8a11-357847b5c640;2026;panoramalauf-rund-um-die-burg-are-altenahr-2026;panoramalauf-rund-um-die-burg-are-altenahr;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Pfälzerwald Marathon;Running;12.09.2026;Pirmasens;Germany;Pirmasens, Germany;49.1996961;7.6087847;21 km / 42 km;Imported from marathon.de running calendar.;https://www.pfaelzerwald-marathon.de/;Sport Event Map verified event catalog;https://www.pfaelzerwald-marathon.de/;unclear;high;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/9df6b59342.jpg;107;089d24df-1fb6-4ab8-8d48-f750791cfc09;2026;pfalzerwald-marathon-2026;pfalzerwald-marathon;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
ProPotsdam Schlösserlauf;Running;06.06.2027;Potsdam;Germany;Potsdam, Germany;52.4009309;13.0591397;10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/propotsdam-schloesserlauf/;https://potsdam-schloesserlauf.de/;Sport Event Map verified event catalog;https://potsdam-schloesserlauf.de/;unclear;low;;2026-07-10T00:00:00+00:00;2026-08-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/2232d51c55.jpg;80;0431b11e-b1ba-45bb-86d5-87d9b366ea77;2027;propotsdam-schlosserlauf-2027;propotsdam-schlosserlauf;;;;;unknown;scheduled;;;stale;2026-07-10T00:00:00+00:00;
PSD Bank Halbmarathon Hamburg;Running;20.09.2026;Hamburg;Germany;Hamburg, Germany;53.5501721;10.0013165;Half Marathon;Official endurance event in Hamburg. Imported from verified staging batch.;https://www.halb-marathon.hamburg;Sport Event Map verified event catalog;https://www.halb-marathon.hamburg;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:53:36.325+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;511;66c3d1a1-c67c-496f-9e10-55de2c906fcb;2026;psd-bank-halbmarathon-hamburg-2026;psd-bank-halbmarathon-hamburg;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
PUMA Salzburg Marathon;Running;23.05.2027;Salzburg;Austria;Salzburg, Austria;47.7981346;13.0464806;5 km / 7 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/salzburg-marathon/;https://salzburg-marathon.at/de/;Sport Event Map verified event catalog;https://salzburg-marathon.at/de/;unclear;high;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/logos/salzburg-marathon.jpg;169;3984bbf3-d09e-4875-bc39-63af22b658e9;2027;puma-salzburg-marathon-2027;puma-salzburg-marathon;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Rats-Run Sulzbach-Rosenberg;Running;25.04.2027;Sulzbach-Rosenberg;Germany;Sulzbach-Rosenberg, Germany;49.4988014;11.7290848;10 km;Official endurance event in Sulzbach-Rosenberg. Imported from verified staging batch.;https://v2.rats-runners.de/;Sport Event Map verified event catalog;https://v2.rats-runners.de/;unclear;medium;;2026-07-10T00:00:00+00:00;2026-08-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;704;bda21c0c-b6c7-4d06-a3e5-fe8b51c4fa3f;2027;rats-run-sulzbach-rosenberg-2027;rats-run-sulzbach-rosenberg;;;;;unknown;scheduled;;;stale;2026-07-10T00:00:00+00:00;
Reichenau Halbmarathon;Running;20.09.2026;Reichenau;Germany;Reichenau, Germany;47.6966514;9.0616115;10 km, Half Marathon;Official endurance event in Reichenau. Imported from verified staging batch.;https://www.sv-reichenau-leichtathletik.de;Sport Event Map verified event catalog;https://www.sv-reichenau-leichtathletik.de;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:53:36.325+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;512;70045d5b-0a9d-4b74-8cfa-a9e1a65686f6;2026;reichenau-halbmarathon-2026;reichenau-halbmarathon;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Remmers-Hasetal Marathon;Running;26.06.2027;Löningen;Germany;Löningen, Germany;52.7363493;7.7570655;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://remmers-hasetal-marathon.de/;Sport Event Map verified event catalog;https://remmers-hasetal-marathon.de/;unclear;medium;;2026-07-10T00:00:00+00:00;2026-08-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/logos/remmers-hasetal-marathon.jpg;76;50ee5fdd-2575-4cba-a0b5-17d3eeae9e84;2027;remmers-hasetal-marathon-2027;remmers-hasetal-marathon;;;;;unknown;scheduled;;;stale;2026-07-10T00:00:00+00:00;
RIBE Citylauf Schwabach;Running;11.10.2026;Schwabach;Germany;Schwabach, Germany;49.3290521;11.0207677;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/citylauf-schwabach/;https://schwabacher-citylauf.de/;Sport Event Map verified event catalog;https://schwabacher-citylauf.de/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/2232d51c55.jpg;131;0e114845-4d43-49ad-a306-6a374a42bcd3;2026;ribe-citylauf-schwabach-2026;ribe-citylauf-schwabach;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Riesenbecker Triathlon - Hörstel;Triathlon;30.08.2026;Hörstel;Germany;Hörstel, Germany;52.2973664;7.5862462;Olympic Triathlon;Official endurance event in Hörstel. Imported from verified staging batch.;https://www.riesenbecker-triathlon.de/riesenbecker-polyvlies-triathlon/;Sport Event Map verified event catalog;https://running.life/de/termine/riesenbecker-triathlon;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;943;7bf3b571-6a27-49b5-ba89-008528fbc3e4;2026;riesenbecker-triathlon-horstel-2026;riesenbecker-triathlon-horstel;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
Ring Running Series;Running;21.11.2026;Hockenheim;Germany;Hockenheim, Germany;49.3188892;8.5475467;21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/ring-running-series/;https://ringrunningseries.com/;Sport Event Map verified event catalog;https://ringrunningseries.com/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/9df6b59342.jpg;159;835704af-8956-474b-8d3c-0fd44415c8b0;2026;ring-running-series-2026;ring-running-series;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Rome Marathon;Running;14.03.2027;Rom;Italy;Rom, Italy;41.8933203;12.4829321;42 km;Official endurance event in Rom. Imported from verified staging batch.;https://www.runromethemarathon.com/;Sport Event Map verified event catalog;https://www.runromethemarathon.com/;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:54:37.778+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;663;f4f07b3e-ac7a-4b29-827e-eb46951937b1;2027;rome-marathon-2027;rome-marathon;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Röntgenlauf;Running;25.10.2026;Remscheid;Germany;Remscheid, Germany;51.1798706;7.1943544;5 km, 10 km, Half Marathon, Marathon;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/roentgenlauf/;https://www.roentgenlauf.de/;Sport Event Map verified event catalog;https://www.roentgenlauf.de/;unclear;medium;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/9df6b59342.jpg;147;439ca73a-32f6-458b-b39a-4c4e7ceaaf86;2026;rontgenlauf-2026;rontgenlauf;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Rostock 10;Running;03.10.2026;Rostock;Germany;Rostock, Germany;54.0886707;12.1400211;10 km;Official endurance event in Rostock. Imported from verified staging batch.;https://rostock10.de/;Sport Event Map verified event catalog;https://rostock10.de/;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:53:36.325+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;513;f96c1303-4884-49ca-988f-3564b2328b8a;2026;rostock-10-2026;rostock-10;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Rostocker Frauenlauf;Running;06.09.2026;Rostock;Germany;Rostock, Germany;54.0886707;12.1400211;5 km, 10 km;Official endurance event in Rostock. Imported from verified staging batch.;https://rostocker-frauenlauf.de/;Sport Event Map verified event catalog;https://running.life/de/termine/rostocker-frauenlauf;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;958;5bb7b0a9-d8a0-49c0-956c-6d2284899430;2026;rostocker-frauenlauf-2026;rostocker-frauenlauf;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
Rudelsburglauf - Bad Kösen - Naumburg (Saale);Running;12.09.2026;Naumburg (Saale);Germany;Naumburg (Saale), Germany;51.1525648;11.8099186;10 km;Official endurance event in Naumburg (Saale). Imported from verified staging batch.;https://www.lg-rudelsburg.de/?page_id=60;Sport Event Map verified event catalog;https://running.life/de/termine/rudelsburglauf-bad-kosen;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;968;3f6a6c1c-2584-440e-b232-3f26964fe9d6;2026;rudelsburglauf-bad-kosen-naumburg-saale-2026;rudelsburglauf-bad-kosen-naumburg-saale;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
RUN & FUN Krefelder Firmenlauf;Running;02.09.2026;Krefeld;Germany;Krefeld, Germany;51.3331205;6.5623343;5 km;Official local running event in Krefeld. Distances: 5 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.run-fun-kr.de/;Sport Event Map verified event catalog;https://www.run-fun-kr.de/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;237;53e683a6-da5f-4767-99a3-f90acbd516e8;2026;run-and-fun-krefelder-firmenlauf-2026;run-and-fun-krefelder-firmenlauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Rursee Marathon;Ultramarathon;08.11.2026;Simmerath;Germany;Simmerath, Germany;50.6072499;6.3005267;17 km / 42 km / 52 km;Imported from marathon.de running calendar.;https://rursee-marathon.de/;Sport Event Map verified event catalog;https://rursee-marathon.de/;unclear;high;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/logos/rursee-marathon.jpg;160;73b1a121-d50e-49e1-a501-03813c5837b6;2026;rursee-marathon-2026;rursee-marathon;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
RWW-Ruhrauenlauf - Mülheim an der Ruhr;Running;29.08.2026;Mülheim an der Ruhr;Germany;Mülheim an der Ruhr, Germany;51.4272925;6.8829192;5 km, 10 km;Official endurance event in Mülheim an der Ruhr. Imported from verified staging batch.;https://www.rww.de/news/ruhrauenlauf;Sport Event Map verified event catalog;https://running.life/de/termine/rww-ruhrauenlauf;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;928;bf30705b-e447-4927-ab89-bffc7022eb92;2026;rww-ruhrauenlauf-mulheim-an-der-ruhr-2026;rww-ruhrauenlauf-mulheim-an-der-ruhr;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
RYZON Bonn Triathlon;Triathlon;06.06.2027;Bonn;Germany;Bonn, Germany;50.74;7.113;Triathlon;Region: Nordrhein-Westfalen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/ryzon-bonn-triathlon;https://www.bonn-triathlon.de/;Sport Event Map verified event catalog;https://www.bonn-triathlon.de/;unclear;high;;2026-07-10T00:00:00+00:00;2026-08-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;170;7ab1b871-bd51-4b83-8567-ef1e8e73765f;2027;ryzon-bonn-triathlon-2027;ryzon-bonn-triathlon;;;;;unknown;scheduled;;;stale;2026-07-10T00:00:00+00:00;
Saaletal Marathon;Running;10.04.2027;Ramsthal;Germany;Ramsthal, Germany;50.1398945;10.0692744;10 km / 21 km / 33 km / 42 km;Imported from marathon.de running calendar.;https://saaletal-marathon.de/;Sport Event Map verified event catalog;https://saaletal-marathon.de/;unclear;medium;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/logos/saaletal-marathon.jpg;158;3adb0a6f-e718-404d-860f-f31578d4b140;2027;saaletal-marathon-2027;saaletal-marathon;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Sachsenwaldlauf;Running;06.09.2026;Schwarzenbek;Germany;Schwarzenbek, Germany;53.503122;10.4785643;3 km / 5 km / 10 km / 21 km;Official endurance event in Schwarzenbek. Imported from verified staging batch.;https://www.sachsenwaldlauf.de/;Sport Event Map verified event catalog;https://www.sachsenwaldlauf.de/;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:54:37.778+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;653;28f94530-d8a5-43b5-904a-ce6ea5add593;2026;sachsenwaldlauf-2026;sachsenwaldlauf;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Salvus-Teekottenlauf;Running;23.04.2027;Emsdetten;Germany;Emsdetten, Germany;52.174687;7.5301756;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/teekottenlauf/;https://www.salvus-teekottenlauf.de/;Sport Event Map verified event catalog;https://www.salvus-teekottenlauf.de/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/2232d51c55.jpg;161;b74333ad-68fb-4bf8-b879-33cb63b937bf;2027;salvus-teekottenlauf-2027;salvus-teekottenlauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Salzkammergut Marathon;Running;17.10.2026;St. Wolfgang;Austria;St. Wolfgang, Austria;47.7378747;13.448274;5 km / 10 km / 27 km / 42 km;Official endurance event in St. Wolfgang. Imported from verified staging batch.;http://www.wolfgangseelauf.at/;Sport Event Map verified event catalog;http://www.wolfgangseelauf.at/;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:54:37.778+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;684;7f26dafa-64e3-4985-bd3a-24e7903f9d58;2026;salzkammergut-marathon-2026;salzkammergut-marathon;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
SanktPauli Ultra;Ultramarathon;15.05.2027;Rotenburg/Wümme - Tostedt;Germany;Rotenburg/Wümme - Tostedt, Germany;53.28265;9.7124175;100 km;Official local running event in Rotenburg/Wümme - Tostedt. Distances: 100 km. Discovered via Kilometerliebe and linked to the official event website.;https://www.bremensanktpauli.de/infos;Sport Event Map verified event catalog;https://www.bremensanktpauli.de/infos;unclear;medium;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;199;4e94198b-d03d-48e1-be98-28887c70c262;2027;sanktpauli-ultra-2027;sanktpauli-ultra;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Sauwald Trail Schardenberg;Ultramarathon;26.06.2027;Schardenberg;Austria;Schardenberg, Upper Austria, Austria;48.5195888;13.4972841;46 km;Official endurance event in Schardenberg. Imported from verified staging batch.;https://www.sauwaldtrail.at/;Sport Event Map verified event catalog;https://www.sauwaldtrail.at/;unclear;medium;;2026-07-10T00:00:00+00:00;2026-08-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;717;741a85e6-b75b-4cfb-84f1-8a24b32473d8;2027;sauwald-trail-schardenberg-2027;sauwald-trail-schardenberg;;;;;unknown;scheduled;;;stale;2026-07-10T00:00:00+00:00;
Schapener Volkslauf;Running;06.09.2026;Braunschweig;Germany;Braunschweig, Germany;52.2646577;10.5236066;6 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/schapener-volkslauf/;https://www.volkslauf-schapen.de/;Sport Event Map verified event catalog;https://www.volkslauf-schapen.de/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/2232d51c55.jpg;113;25453f60-8b97-4c40-82a9-81a0ab895c2e;2026;schapener-volkslauf-2026;schapener-volkslauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Schloss Marienburg Marathon;Running;21.11.2026;Nordstemmen-Adensen;Germany;Nordstemmen-Adensen, Germany;52.1763239;9.729259;21 km / 42 km;Imported from marathon.de running calendar.;https://www.schloss-marienburg-marathon.de/;Sport Event Map verified event catalog;https://www.schloss-marienburg-marathon.de/;unclear;high;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/9df6b59342.jpg;146;4961dba4-0771-4cf0-9dbe-83d14e8380d2;2026;schloss-marienburg-marathon-2026;schloss-marienburg-marathon;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Schuster Tegernseelauf;Running;20.09.2026;Gmund am Tegernsee;Germany;Gmund am Tegernsee, Germany;47.750822;11.738955;5 km / 10 km / 21 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/tegernseelauf/;https://tegernseelauf.de/;Sport Event Map verified event catalog;https://tegernseelauf.de/;unclear;low;;2026-06-02T00:00:00+00:00;2026-08-31T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/2232d51c55.jpg;120;8ca91e26-664e-40c0-92cd-c0e983de9bf3;2026;schuster-tegernseelauf-2026;schuster-tegernseelauf;;;;;unknown;scheduled;;;verified;2026-06-02T00:00:00+00:00;
Schwarzwald Marathon;Running;10.10.2026;Bräunlingen;Germany;Bräunlingen, Germany;47.9300645;8.448329;5 km / 10 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.schwarzwaldmarathon.de/;Sport Event Map verified event catalog;https://www.schwarzwaldmarathon.de/;unclear;medium;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/9df6b59342.jpg;125;fda1a411-f5ac-438a-b895-8109497563a1;2026;schwarzwald-marathon-2026;schwarzwald-marathon;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Schwebebahnlauf Wuppertal;Running;13.06.2027;Wuppertal;Germany;Wuppertal, Germany;51.264018;7.1780374;5 km, 10 km, Half Marathon;Official local running event in Wuppertal. Distances: 5 km, 10 km, Half Marathon. Discovered via Kilometerliebe and linked to the official event website.;https://schwebebahn-lauf.de/;Sport Event Map verified event catalog;https://schwebebahn-lauf.de/;unclear;medium;;2026-07-10T00:00:00+00:00;2026-08-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;240;e868574c-d3f8-4a2b-bd4c-9b7ecc3638da;2027;schwebebahnlauf-wuppertal-2027;schwebebahnlauf-wuppertal;;;;;unknown;scheduled;;;stale;2026-07-10T00:00:00+00:00;
Sechtemer Burgenlauf - Bornheim;Running;30.08.2026;Bornheim;Germany;Bornheim, Germany;50.7627913;6.9890508;5 km, 10 km;Official endurance event in Bornheim. Imported from verified staging batch.;http://graue-burggeister.de/Sechtemer-Burgenlauf;Sport Event Map verified event catalog;https://running.life/de/termine/sechtemer-burgenlauf;unclear;medium;;2026-06-18T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;937;48792802-9a68-4860-ba03-ed811400592a;2026;sechtemer-burgenlauf-bornheim-2026;sechtemer-burgenlauf-bornheim;;;;;unknown;scheduled;;;verified;2026-06-18T00:00:00+00:00;
Seiser-Alm-Halbmarathon;Running;04.07.2027;Kastelruth;Italy;Kastelruth, South Tyrol, Italy;46.5678425;11.5596852;Half Marathon;Official endurance event in Kastelruh. Imported from verified staging batch.;https://running.seiseralm.it/de/halbmarathon.html;Sport Event Map verified event catalog;https://running.seiseralm.it/de/halbmarathon.html;unclear;high;;2026-07-10T00:00:00+00:00;2026-08-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;731;0544f795-d07d-459f-9bb9-c34ce62c930e;2027;seiser-alm-halbmarathon-2027;seiser-alm-halbmarathon;;;;;unknown;scheduled;;;stale;2026-07-10T00:00:00+00:00;
Sevilla Marathon;Running;21.02.2027;Sevilla;Spain;Sevilla, Spain;37.383606;-5.97997;42 km;Official endurance event in Sevilla. Imported from verified staging batch.;https://de.zurichmaratonsevilla.es/;Sport Event Map verified event catalog;https://de.zurichmaratonsevilla.es/;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:54:37.778+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;660;dcbf2f10-c96e-4d97-bcd6-bd7893f9da08;2027;sevilla-marathon-2027;sevilla-marathon;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
Siebengebirgsmarathon;Running;06.12.2026;Bad Honnef;Germany;Bad Honnef, Germany;50.6448582;7.2272534;21 km / 42 km;Imported from marathon.de running calendar. Source listing: https://www.marathon.de/laufevent/siebengebirgsmarathon/;https://siebengebirgsmarathon.net/;Sport Event Map verified event catalog;https://siebengebirgsmarathon.net/;unclear;high;;2026-06-02T00:00:00+00:00;2026-07-02T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/kategorien/9df6b59342.jpg;148;c6aa10ac-67f0-4da0-8671-fbcc3b265dfb;2026;siebengebirgsmarathon-2026;siebengebirgsmarathon;;;;;unknown;scheduled;;;stale;2026-06-02T00:00:00+00:00;
Skatstadtmarathon;Running;12.06.2027;Altenburg;Germany;Altenburg, Germany;50.9852411;12.4340988;5 km / 13 km / 21 km / 42 km;Imported from marathon.de running calendar.;https://www.skatstadtmarathon.de/;Sport Event Map verified event catalog;https://www.skatstadtmarathon.de/;unclear;medium;;2026-07-10T00:00:00+00:00;2026-08-10T00:00:00+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;https://www.marathon.de/logos/skatstadtmarathon.jpg;67;5745bb9f-87d0-4e4a-a762-ee3fa5d9a837;2027;skatstadtmarathon-2027;skatstadtmarathon;;;;;unknown;scheduled;;;stale;2026-07-10T00:00:00+00:00;
Sommerabendlauf des TuS Köln;Running;28.08.2026;Köln;Germany;Köln, Germany;50.938361;6.959974;5 km, 10 km;Official endurance event in Köln. Imported from verified staging batch.;https://www.tuskoeln.de/sommerabendlauf;Sport Event Map verified event catalog;https://running.life/de/termine/sommerabendlauf;unclear;medium;;2026-06-17T00:00:00+00:00;2026-08-28T08:54:51.585+00:00;Generated fallback export 2026-08-26T16:23:33.120Z;;925;b997cca3-5299-43ec-a1a6-6ec5e6dfcca2;2026;sommerabendlauf-des-tus-koln-2026;sommerabendlauf-des-tus-koln;;;;;unknown;scheduled;;;verified;2026-06-17T00:00:00+00:00;
